fileName; characters_first_document; characters_removed; characters_added; characters_modified; modified
infecto1_1_comparacao.txt;17144;759;3494;4253;24,81%
infecto1_2_comparacao.txt;26881;4465;5503;9968;37,08%
infecto1_3_comparacao.txt;66949;2089;8028;10117;15,11%
infecto1_4_comparacao.txt;81342;7089;7177;14266;17,54%
infecto1_5_comparacao.txt;136849;16438;17433;33871;24,75%
