fileName; characters_first_document; characters_removed; characters_added; characters_modified; modified
epidemio3_1_comparacao.txt;48058;1797;1789;3586;7,46%
epidemio3_3_comparacao.txt;867;0;25967;25967;2995,04%
epidemio3_4_comparacao.txt;73294;5749;1707;7456;10,17%
epidemio3_2_comparacao.txt;45590;2060;2307;4367;9,58%
epidemio3_5_comparacao.txt;54019;1119;496;1615;2,99%
epidemio3_6_comparacao.txt;66249;1942;719;2661;4,02%
epidemio3_7_comparacao.txt;30026;662;1712;2374;7,91%
