fileName; characters_first_document; characters_removed; characters_added; characters_modified; modified
endocrino1_1_comparacao.txt;19984;547;1625;2172;10,87%
endocrino1_3_comparacao.txt;95181;4768;11759;16527;17,36%
endocrino1_4_comparacao.txt;26319;186;126;312;1,19%
endocrino1_2_comparacao.txt;28219;3200;4715;7915;28,05%
endocrino1_5_comparacao.txt;52635;2057;4072;6129;11,64%
endocrino1_6_comparacao.txt;28243;873;2362;3235;11,45%
endocrino1_7_comparacao.txt;49444;2584;3590;6174;12,49%
