fileName; characters_first_document; characters_removed; characters_added; characters_modified; modified
gineco1_1_comparacao.txt;42974;6758;26820;33578;78,14%
gineco1_2_comparacao.txt;34445;10273;23847;34120;99,06%
gineco1_4_comparacao.txt;53879;10105;40191;50296;93,35%
gineco1_3_comparacao.txt;115774;14472;13238;27710;23,93%
gineco1_5_comparacao.txt;46509;6541;33327;39868;85,72%
gineco1_6_comparacao.txt;58647;9315;27231;36546;62,32%
gineco1_7_comparacao.txt;44179;11083;21269;32352;73,23%
